location,date,record,date,location,2019_population,total_vaccinations,total_distributed,unused_doses,people_vaccinated,people_fully_vaccinated_per_hundred,total_vaccinations_per_hundred,people_fully_vaccinated,people_vaccinated_per_hundred,distributed_per_hundred,daily_vaccinations_raw,daily_vaccinations,daily_vaccinations_per_million,share_doses_used,total_boosters,total_boosters_per_hundred
Maryland,2021-03-09,20225,2021-03-09,Maryland,6045680,1715039.0,2254210.0,612757,1141469.0,10.7,28.37,647080.0,18.88,37.29,64124.0,46529.0,7696.0,0.79,,
Maryland,2021-03-16,20232,2021-03-16,Maryland,6045680,2033434.0,2583900.0,578581,1363597.0,12.66,33.63,765676.0,22.55,42.74,62717.0,45630.0,7548.0,0.819,,
Maryland,2021-03-23,20239,2021-03-23,Maryland,6045680,2357211.0,3030330.0,673119,1594230.0,14.29,38.99,864158.0,26.37,50.12,93419.0,47354.0,7833.0,0.809,,
Maryland,2021-03-30,20246,2021-03-30,Maryland,6045680,2736823.0,3531380.0,794557,1842092.0,16.66,45.27,1007396.0,30.47,58.41,67763.0,57140.0,9451.0,0.804,,
Maryland,2021-04-06,20253,2021-04-06,Maryland,6045680,3174405.0,4077360.0,902955,2085932.0,20.23,52.51,1222748.0,34.5,67.44,82376.0,64978.0,10748.0,0.82,,
Maryland,2021-04-13,20260,2021-04-13,Maryland,6045680,3689020.0,4614670.0,971233,2386663.0,24.78,61.02,1498232.0,39.48,76.33,106216.0,73516.0,12160.0,0.801,,
Maryland,2021-04-20,20267,2021-04-20,Maryland,6045680,4166108.0,5158660.0,1042560,2634324.0,28.58,68.91,1727654.0,43.57,85.33,138127.0,75378.0,12468.0,0.827,,
Maryland,2021-04-27,20274,2021-04-27,Maryland,6045680,4615758.0,5686710.0,1088674,2848195.0,32.37,76.35,1957062.0,47.11,94.06,78295.0,75904.0,12555.0,0.821,,
Maryland,2021-05-04,20281,2021-05-04,Maryland,6045680,4946283.0,6251320.0,1305037,2995467.0,35.52,81.82,2147415.0,49.55,103.4,71347.0,61963.0,10249.0,0.813,,
Maryland,2021-05-11,20288,2021-05-11,Maryland,6045680,5310083.0,6759460.0,1479810,3124921.0,39.61,87.83,2394695.0,51.69,111.81,99970.0,51971.0,8596.0,0.792,,
Maryland,2021-05-18,20295,2021-05-18,Maryland,6045680,5616811.0,7247020.0,1637007,3244111.0,42.88,92.91,2592361.0,53.66,119.87,54641.0,57433.0,9500.0,0.783,,
Maryland,2021-05-25,20302,2021-05-25,Maryland,6045680,5887740.0,7665760.0,1794651,3363680.0,45.54,97.39,2752911.0,55.64,126.8,81574.0,50071.0,8282.0,0.778,,
Maryland,2021-06-01,20309,2021-06-01,Maryland,6045680,6163129.0,7936880.0,1825249,3483007.0,48.22,101.94,2915133.0,57.61,131.28,102350.0,43267.0,7157.0,0.781,,
Maryland,2021-06-08,20316,2021-06-08,Maryland,6045680,6324288.0,8183720.0,1929760,3540416.0,50.0,104.61,3023139.0,58.56,135.36,35604.0,24720.0,4089.0,0.775,,
Maryland,2021-06-15,20323,2021-06-15,Maryland,6045680,6522297.0,8296970.0,1901498,3606637.0,52.25,107.88,3158721.0,59.66,137.24,46148.0,28287.0,4679.0,0.786,,
Maryland,2021-06-22,20330,2021-06-22,Maryland,6045680,6682055.0,8367100.0,1717466,3663387.0,54.01,110.53,3265050.0,60.6,138.4,65267.0,37514.0,6205.0,0.799,,
Maryland,2021-06-29,20337,2021-06-29,Maryland,6045680,6861505.0,8451280.0,1697885,3735465.0,55.86,113.49,3376849.0,61.79,139.79,101987.0,27362.0,4526.0,0.812,,
Maryland,2021-07-06,20344,2021-07-06,Maryland,6045680,6940161.0,8468140.0,1575111,3772225.0,56.62,114.8,3423288.0,62.4,140.07,17569.0,26042.0,4308.0,0.82,,
Maryland,2021-07-13,20351,2021-07-13,Maryland,6045680,7015970.0,8587760.0,1591850,3806591.0,57.33,116.05,3465770.0,62.96,142.05,12962.0,10830.0,1791.0,0.821,,
Maryland,2021-07-20,20358,2021-07-20,Maryland,6045680,7080730.0,8646100.0,1573812,3840554.0,57.9,117.12,3500639.0,63.53,143.01,12647.0,10914.0,1805.0,0.82,,
Maryland,2021-07-27,20365,2021-07-27,Maryland,6045680,7158412.0,8722380.0,1579967,3883345.0,58.47,118.41,3535077.0,64.23,144.27,15746.0,11097.0,1836.0,0.821,,
Maryland,2021-08-03,20372,2021-08-03,Maryland,6045680,7237660.0,8803020.0,1580277,3929783.0,59.03,119.72,3568868.0,65.0,145.61,15536.0,11471.0,1897.0,0.822,,
Maryland,2021-08-10,20379,2021-08-10,Maryland,6045680,7321740.0,8910480.0,1608734,3983025.0,59.56,121.11,3600906.0,65.88,147.39,17230.0,12258.0,2028.0,0.822,,
Maryland,2021-08-17,20386,2021-08-17,Maryland,6045680,7402041.0,9024730.0,1640018,4029717.0,60.11,122.44,3634107.0,66.65,149.28,14917.0,11784.0,1949.0,0.822,,
Maryland,2021-08-24,20393,2021-08-24,Maryland,6045680,7494606.0,9154430.0,1692085,4074601.0,60.76,123.97,3673476.0,67.4,151.42,16777.0,13224.0,2187.0,0.821,,
Maryland,2021-08-31,20400,2021-08-31,Maryland,6045680,7597489.0,9322080.0,1731267,4121914.0,61.48,125.67,3717170.0,68.18,154.19,16850.0,14698.0,2431.0,0.819,41344.0,0.68
Maryland,2021-09-07,20407,2021-09-07,Maryland,6045680,7688158.0,9513070.0,1852408,4160501.0,62.14,127.17,3756767.0,68.82,157.35,30307.0,14683.0,2429.0,0.809,55729.0,0.92
Maryland,2021-09-14,20414,2021-09-14,Maryland,6045680,7773245.0,9669780.0,1916856,4195987.0,62.77,128.58,3794876.0,69.4,159.95,15612.0,13753.0,2275.0,0.809,69472.0,1.15
Maryland,2021-09-21,20421,2021-09-21,Maryland,6045680,7853507.0,9829040.0,2002588,4230503.0,63.42,129.9,3834301.0,69.98,162.58,13448.0,12908.0,2135.0,0.8,78032.0,1.29
Maryland,2021-09-28,20428,2021-09-28,Maryland,6045680,7939595.0,9944490.0,2033983,4262803.0,63.99,131.33,3868664.0,70.51,164.49,21903.0,12298.0,2034.0,0.798,99087.0,1.64
Maryland,2021-10-05,20435,2021-10-05,Maryland,6045680,8042613.0,10081710.0,2063183,4291953.0,64.44,133.03,3895540.0,70.99,166.76,27634.0,17846.0,2952.0,0.799,148137.0,2.45
Maryland,2021-10-12,20442,2021-10-12,Maryland,6045680,8164474.0,10242600.0,2101064,4324565.0,64.91,135.05,3924403.0,71.53,169.42,31304.0,19560.0,3235.0,0.799,209902.0,3.47
Maryland,2021-10-19,20449,2021-10-19,Maryland,6045680,8282496.0,10437680.0,2179482,4357876.0,65.43,137.0,3955604.0,72.08,172.65,20097.0,16860.0,2789.0,0.797,265231.0,4.39
Maryland,2021-10-26,20456,2021-10-26,Maryland,6045680,8414424.0,10617120.0,2229218,4390064.0,65.89,139.18,3983357.0,72.61,175.61,22592.0,18847.0,3117.0,0.793,339406.0,5.61
Maryland,2021-11-02,20463,2021-11-02,Maryland,6045680,8453263.0,10695110.0,2241847,4396554.0,65.97,139.82,3988287.0,72.72,176.9,38839.0,22758.0,3764.0,0.79,367209.0,6.07
Maryland,2021-11-09,20470,2021-11-09,Maryland,6045680,8787145.0,11320030.0,2543203,4441811.0,66.38,145.35,4013299.0,73.47,187.24,59650.0,32172.0,5321.0,0.778,634151.0,10.49
Maryland,2021-11-16,20477,2021-11-16,Maryland,6045680,8984175.0,11751910.0,2785861,4476569.0,66.75,148.6,4035528.0,74.05,194.39,39133.0,33713.0,5576.0,0.77,776177.0,12.84
Maryland,2021-11-23,20484,2021-11-23,Maryland,6045680,9287288.0,12045920.0,2843916,4609100.0,67.12,153.62,4057859.0,76.24,199.25,124197.0,43302.0,7162.0,0.771,926520.0,15.33
Maryland,2021-11-30,20491,2021-11-30,Maryland,6045680,9457903.0,12166700.0,2795398,4651829.0,67.56,156.44,4084425.0,76.94,201.25,42284.0,45039.0,7450.0,0.779,1029335.0,17.03
Maryland,2021-12-07,20498,2021-12-07,Maryland,6045680,9717236.0,12366150.0,2759276,4701933.0,68.56,160.73,4144638.0,77.77,204.55,52225.0,37048.0,6128.0,0.786,1180247.0,19.52
Maryland,2021-12-14,20505,2021-12-14,Maryland,6045680,9961612.0,12739380.0,2826391,4752408.0,69.38,164.77,4194479.0,78.61,210.72,43763.0,38409.0,6353.0,0.782,1326382.0,21.94
Maryland,2021-12-21,20512,2021-12-21,Maryland,6045680,10191054.0,13009690.0,2924047,4805106.0,69.94,168.57,4228436.0,79.48,215.19,41003.0,34203.0,5657.0,0.783,1470605.0,24.32
Maryland,2021-12-28,20519,2021-12-28,Maryland,6045680,10362557.0,13191820.0,2921277,4846079.0,70.26,171.4,4247470.0,80.16,218.2,41281.0,33879.0,5604.0,0.788,1582906.0,26.18
Maryland,2022-01-04,20526,2022-01-04,Maryland,6045680,10517952.0,13282570.0,2861593,4886785.0,70.58,173.97,4267296.0,80.83,219.7,36284.0,24114.0,3989.0,0.792,1678693.0,27.77
Maryland,2022-01-11,20533,2022-01-11,Maryland,6045680,10692835.0,13757920.0,3096856,4926744.0,71.04,176.87,4294558.0,81.49,227.57,31352.0,24983.0,4132.0,0.786,1787393.0,29.56
Maryland,2022-01-18,20540,2022-01-18,Maryland,6045680,10924764.0,14041040.0,3154538,4979662.0,71.73,180.7,4336609.0,82.37,232.25,61986.0,34991.0,5788.0,0.778,1925667.0,31.85
Maryland,2022-01-25,20547,2022-01-25,Maryland,6045680,11071429.0,14352690.0,3317213,5033673.0,72.26,183.13,4368323.0,83.26,237.4,25190.0,31879.0,5273.0,0.777,1989478.0,32.91
Maryland,2022-02-01,20554,2022-02-01,Maryland,6045680,11190291.0,14492890.0,3314141,5062373.0,72.67,185.1,4393280.0,83.74,239.72,21279.0,20339.0,3364.0,0.773,2055375.0,34.0
Maryland,2022-02-08,20561,2022-02-08,Maryland,6045680,11288316.0,14597990.0,3346268,5084327.0,73.1,186.72,4419194.0,84.1,241.46,16779.0,16376.0,2709.0,0.773,2106179.0,34.84
Maryland,2022-02-15,20568,2022-02-15,Maryland,6045680,11369333.0,14759430.0,3414381,5102620.0,73.47,188.06,4441512.0,84.4,244.13,14795.0,13551.0,2241.0,0.771,2147241.0,35.52
Maryland,2022-02-22,20575,2022-02-22,Maryland,6045680,11460393.0,14936910.0,3490897,5118983.0,73.82,189.56,4462746.0,84.67,247.07,38935.0,14803.0,2449.0,0.77,2201208.0,36.41
Maryland,2022-03-01,20582,2022-03-01,Maryland,6045680,11524944.0,15010810.0,3505767,5135718.0,74.11,190.63,4480296.0,84.95,248.29,12536.0,12649.0,2092.0,0.768,2232079.0,36.92
Maryland,2022-03-08,20589,2022-03-08,Maryland,6045680,11567865.0,15085910.0,3524988,5146677.0,74.28,191.34,4490564.0,85.13,249.53,7864.0,9055.0,1498.0,0.767,2254163.0,37.29
Maryland,2022-03-15,20596,2022-03-15,Maryland,6045680,11601427.0,15136570.0,3535465,5155236.0,74.41,191.9,4498733.0,85.27,250.37,6234.0,5893.0,975.0,0.767,2271360.0,37.57
Maryland,2022-03-22,20603,2022-03-22,Maryland,6045680,11632728.0,15198170.0,3581126,5163096.0,74.54,192.41,4506230.0,85.4,251.39,5807.0,4633.0,766.0,0.765,2287565.0,37.84
Maryland,2022-03-29,20610,2022-03-29,Maryland,6045680,11688265.0,15278070.0,3601415,5177654.0,74.8,193.33,4522188.0,85.64,252.71,17029.0,7934.0,1312.0,0.765,2313491.0,38.27
Maryland,2022-04-05,20617,2022-04-05,Maryland,6045680,11772329.0,15377370.0,3620260,5192330.0,75.07,194.72,4538416.0,85.88,254.35,15472.0,12009.0,1986.0,0.766,2367233.0,39.16
Maryland,2022-04-12,20624,2022-04-12,Maryland,6045680,11798520.0,15454970.0,3656450,5195323.0,75.12,195.16,4541332.0,85.93,255.64,13157.0,12028.0,1990.0,0.764,2387613.0,39.49
Maryland,2022-04-19,20631,2022-04-19,Maryland,6045680,11927568.0,15677070.0,3761910,5212352.0,75.38,197.29,4557253.0,86.22,259.31,7552.0,12307.0,2036.0,0.761,2484286.0,41.09
Maryland,2022-04-26,20638,2022-04-26,Maryland,6045680,11994922.0,15793070.0,3803818,5219768.0,75.5,198.4,4564704.0,86.34,261.23,13212.0,11829.0,1957.0,0.76,2537032.0,41.96
Maryland,2022-05-03,20645,2022-05-03,Maryland,6045680,12067778.0,15905670.0,3854799,5228915.0,75.66,199.61,4574076.0,86.49,263.09,14518.0,10408.0,1722.0,0.759,2591691.0,42.87
Maryland,2022-05-10,20652,2022-05-10,Maryland,6045680,12125048.0,15999370.0,3876432,5235603.0,75.77,200.56,4580586.0,86.6,264.64,10465.0,10194.0,1686.0,0.759,2635971.0,43.6
Maryland,2022-05-17,20659,2022-05-17,Maryland,6045680,12199469.0,16103870.0,3926733,5242889.0,75.89,201.79,4587804.0,86.72,266.37,14584.0,10632.0,1759.0,0.758,2696073.0,44.6
Maryland,2022-05-24,20666,2022-05-24,Maryland,6045680,12279153.0,16230770.0,3971624,5250903.0,76.0,203.11,4594930.0,86.85,268.47,13849.0,11383.0,1883.0,0.757,2760800.0,45.67
Maryland,2022-05-31,20673,2022-05-31,Maryland,6045680,12352777.0,16359770.0,4016516,5258141.0,76.11,204.32,4601568.0,86.97,270.6,15719.0,11937.0,1974.0,0.755,2820719.0,46.66
Maryland,2022-06-07,20680,2022-06-07,Maryland,6045680,12407855.0,16484170.0,4087494,5265079.0,76.21,205.24,4607554.0,87.09,272.66,10551.0,9619.0,1591.0,0.755,2863065.0,47.36
Maryland,2022-06-14,20687,2022-06-14,Maryland,6045680,12462737.0,16577370.0,4124049,5271432.0,76.31,206.14,4613734.0,87.19,274.2,11712.0,8343.0,1380.0,0.752,2905593.0,48.06
Maryland,2022-06-21,20694,2022-06-21,Maryland,6045680,12481777.0,16628770.0,4146993,5273382.0,76.35,206.46,4615638.0,87.23,275.05,11196.0,7853.0,1299.0,0.751,2920836.0,48.31
Maryland,2022-06-28,20701,2022-06-28,Maryland,6045680,12524896.0,16735670.0,4210774,5278345.0,76.42,207.17,4619984.0,87.31,276.82,,7759.0,1283.0,0.748,2954751.0,48.87
Maryland,2022-07-05,20708,2022-07-05,Maryland,6045680,12578671.0,16971570.0,4392899,5296918.0,76.46,208.06,4622245.0,87.61,280.72,,7682.0,1271.0,0.741,2987895.0,49.42
Maryland,2022-07-12,20715,2022-07-12,Maryland,6045680,12614678.0,17059070.0,4444392,5306653.0,76.52,208.66,4626010.0,87.78,282.17,,6194.0,1025.0,0.739,3010507.0,49.8
Maryland,2022-07-19,20722,2022-07-19,Maryland,6045680,12659264.0,17202670.0,4543406,5316595.0,76.6,209.39,4630717.0,87.94,284.54,,7351.0,1216.0,0.736,3040615.0,50.29
Maryland,2022-07-26,20729,2022-07-26,Maryland,6045680,12711866.0,17318570.0,4606704,5326046.0,76.68,210.26,4636064.0,88.1,286.46,,7656.0,1266.0,0.734,3078579.0,50.92
Maryland,2022-08-02,20736,2022-08-02,Maryland,6045680,12765626.0,17448070.0,4682444,5336429.0,76.83,211.15,4645141.0,88.27,288.6,,7680.0,1270.0,0.732,3113040.0,51.49
Maryland,2022-08-09,20743,2022-08-09,Maryland,6045680,12814246.0,17558570.0,4744324,5343786.0,76.93,211.96,4651229.0,88.39,290.43,,6946.0,1149.0,0.73,3148293.0,52.08
Maryland,2022-08-16,20750,2022-08-16,Maryland,6045680,12854249.0,17699970.0,4845721,5352102.0,77.06,212.62,4658771.0,88.53,292.77,,5715.0,945.0,0.726,3172579.0,52.48
Maryland,2022-08-23,20757,2022-08-23,Maryland,6045680,12888230.0,17779470.0,4891240,5359596.0,77.15,213.18,4664019.0,88.65,294.09,,4854.0,803.0,0.725,3193941.0,52.83
Maryland,2022-08-30,20764,2022-08-30,Maryland,6045680,12921095.0,17856970.0,4935875,5366791.0,77.23,213.72,4669064.0,88.77,295.37,,4695.0,777.0,0.724,3214684.0,53.17
Maryland,2022-09-06,20771,2022-09-06,Maryland,6045680,12952717.0,17962770.0,5010053,5375064.0,77.33,214.25,4674828.0,88.91,297.12,,4517.0,747.0,0.721,3232373.0,53.47
Maryland,2022-09-13,20778,2022-09-13,Maryland,6045680,12966231.0,18169970.0,5203739,5379108.0,77.37,214.47,4677823.0,88.97,300.54,,9994.0,1653.0,0.714,3238908.0,53.57
Maryland,2022-09-20,20785,2022-09-20,Maryland,6045680,13045598.0,18630070.0,5584472,5387276.0,77.51,215.78,4685849.0,89.11,308.16,,14485.0,2396.0,0.7,3302183.0,54.62
Maryland,2022-09-27,20792,2022-09-27,Maryland,6045680,13150667.0,18921670.0,5771003,5397048.0,77.67,217.52,4695698.0,89.27,312.98,,16556.0,2738.0,0.695,3387631.0,56.03
Maryland,2022-10-04,20799,2022-10-04,Maryland,6045680,13268363.0,19187070.0,5918707,5406567.0,77.82,219.47,4704479.0,89.43,317.37,,17284.0,2859.0,0.692,3487027.0,57.68
Maryland,2022-10-11,20806,2022-10-11,Maryland,6045680,13389901.0,19451070.0,6061169,5417043.0,78.0,221.48,4715816.0,89.6,321.74,,17987.0,2975.0,0.688,3586752.0,59.33
Maryland,2022-10-18,20813,2022-10-18,Maryland,6045680,13516541.0,19634870.0,6118329,5428680.0,78.15,223.57,4724984.0,89.79,324.78,,18091.0,2992.0,0.688,3692587.0,61.08
Maryland,2022-10-25,20820,2022-10-25,Maryland,6045680,13639039.0,19949370.0,6310331,5439066.0,78.3,225.6,4733962.0,89.97,329.98,,17500.0,2895.0,0.684,3795721.0,62.78
Maryland,2022-11-01,20827,2022-11-01,Maryland,6045680,13758048.0,20155570.0,6397522,5449445.0,78.45,227.57,4742716.0,90.14,333.39,,17001.0,2812.0,0.683,3895597.0,64.44
Maryland,2022-11-08,20834,2022-11-08,Maryland,6045680,13874153.0,21661040.0,7786887,5459941.0,78.59,229.49,4751511.0,90.31,358.29,,16586.0,2743.0,0.641,3992411.0,66.04
Maryland,2022-11-15,20841,2022-11-15,Maryland,6045680,13987590.0,20487370.0,6499780,5474058.0,78.78,231.37,4763018.0,90.54,338.88,,16205.0,2680.0,0.683,4080224.0,67.49
Maryland,2022-11-22,20848,2022-11-22,Maryland,6045680,14077296.0,20638370.0,6561074,5483916.0,78.91,232.85,4770810.0,90.71,341.37,,12815.0,2120.0,0.682,4152280.0,68.68
Maryland,2022-11-29,20855,2022-11-29,Maryland,6045680,14158587.0,20811270.0,6652683,5492322.0,79.02,234.19,4777061.0,90.85,344.23,,11613.0,1921.0,0.68,4218914.0,69.78
Maryland,2022-12-06,20862,2022-12-06,Maryland,6045680,14206459.0,20848570.0,6642111,5496616.0,79.08,234.99,4780793.0,90.92,344.85,,8211.0,1358.0,0.681,4258760.0,70.44
Maryland,2022-12-13,20869,2022-12-13,Maryland,6045680,14265537.0,20976410.0,6710873,5503142.0,79.16,235.96,4785894.0,91.03,346.97,,8440.0,1396.0,0.68,4306211.0,71.23
Maryland,2022-12-20,20876,2022-12-20,Maryland,6045680,14321884.0,21080970.0,6759086,5509796.0,79.25,236.89,4790988.0,91.14,348.69,,8372.0,1385.0,0.679,4350810.0,71.97
Maryland,2022-12-27,20883,2022-12-27,Maryland,6045680,14380861.0,21243950.0,6863089,5515609.0,79.32,237.87,4795597.0,91.23,351.39,,8425.0,1394.0,0.677,4399365.0,72.77
Maryland,2023-01-03,20890,2023-01-03,Maryland,6045680,14414405.0,21286570.0,6872165,5519787.0,79.37,238.42,4798758.0,91.3,352.1,,4963.0,821.0,0.677,4425570.0,73.2
Maryland,2023-01-10,20897,2023-01-10,Maryland,6045680,14449342.0,21358030.0,6908688,5524002.0,79.43,239.0,4802024.0,91.37,353.28,,5209.0,862.0,0.677,4453026.0,73.66
Maryland,2023-01-17,20904,2023-01-17,Maryland,6045680,14486059.0,21470910.0,6984851,5530038.0,79.51,239.61,4807021.0,91.47,355.14,,5245.0,868.0,0.675,4478710.0,74.08
Maryland,2023-01-24,20905,2023-01-18,Maryland,6045680,14518935.0,21543570.0,7024635,5534458.0,79.57,240.15,4810487.0,91.54,356.35,,4697.0,777.0,0.674,4503700.0,74.49
Massachusetts,2021-01-12,20906,2021-01-12,Massachusetts,6892503,204082.0,476025.0,271943,184984.0,0.28,2.96,19073.0,2.68,6.91,,,,0.429,,
Massachusetts,2021-01-19,20913,2021-01-19,Massachusetts,6892503,318877.0,669325.0,439407,277612.0,0.6,4.63,41053.0,4.03,9.71,23699.0,17698.0,2568.0,0.476,,
Massachusetts,2021-01-26,20920,2021-01-26,Massachusetts,6892503,442703.0,875825.0,484323,376313.0,0.95,6.42,65761.0,5.46,12.71,26839.0,18826.0,2731.0,0.505,,
Massachusetts,2021-02-02,20927,2021-02-02,Massachusetts,6892503,625477.0,1060900.0,536496,497445.0,1.84,9.07,126560.0,7.22,15.39,32099.0,26111.0,3788.0,0.602,,
Massachusetts,2021-02-09,20934,2021-02-09,Massachusetts,6892503,832242.0,1273975.0,576146,649131.0,2.63,12.07,181280.0,9.42,18.48,53148.0,29538.0,4286.0,0.653,,
Massachusetts,2021-02-16,20941,2021-02-16,Massachusetts,6892503,1146860.0,1517375.0,536739,863806.0,4.07,16.64,280622.0,12.53,22.01,76024.0,44945.0,6521.0,0.756,,
Massachusetts,2021-02-23,20948,2021-02-23,Massachusetts,6892503,1500077.0,1747380.0,361731,1090809.0,5.7,21.76,392631.0,15.83,25.35,101581.0,52268.0,7583.0,0.858,,
Massachusetts,2021-03-02,20955,2021-03-02,Massachusetts,6892503,1837816.0,2115560.0,449416,1278555.0,7.82,26.66,538986.0,18.55,30.69,67612.0,51877.0,7527.0,0.869,,
Massachusetts,2021-03-09,20962,2021-03-09,Massachusetts,6892503,2226167.0,2657570.0,470362,1510698.0,10.26,32.3,706965.0,21.92,38.56,76344.0,58920.0,8548.0,0.881,,
Massachusetts,2021-03-16,20969,2021-03-16,Massachusetts,6892503,2633498.0,3069880.0,483498,1759203.0,13.22,38.21,911506.0,25.52,44.54,118330.0,68528.0,9942.0,0.906,,
Massachusetts,2021-03-23,20976,2021-03-23,Massachusetts,6892503,3066115.0,3490490.0,496618,2026414.0,15.74,44.48,1084737.0,29.4,50.64,76705.0,61802.0,8967.0,0.913,,
Massachusetts,2021-03-30,20983,2021-03-30,Massachusetts,6892503,3535818.0,4117900.0,582082,2316988.0,18.5,51.3,1275456.0,33.62,59.74,79014.0,67100.0,9735.0,0.908,,
Massachusetts,2021-04-06,20990,2021-04-06,Massachusetts,6892503,4079774.0,4891900.0,812126,2654349.0,21.77,59.19,1500461.0,38.51,70.97,99664.0,78065.0,11326.0,0.878,,
Massachusetts,2021-04-13,20997,2021-04-13,Massachusetts,6892503,4708134.0,5494910.0,880509,3065443.0,26.17,68.31,1803735.0,44.48,79.72,115426.0,89766.0,13024.0,0.873,,
Massachusetts,2021-04-20,21004,2021-04-20,Massachusetts,6892503,5293380.0,6219300.0,925920,3399207.0,30.18,76.8,2079975.0,49.32,90.23,96829.0,92294.0,13390.0,0.878,,
Massachusetts,2021-04-27,21011,2021-04-27,Massachusetts,6892503,5912678.0,6979520.0,1099066,3726523.0,34.46,85.78,2374818.0,54.07,101.26,108866.0,88471.0,12836.0,0.865,,
Massachusetts,2021-05-04,21018,2021-05-04,Massachusetts,6892503,6438914.0,7792680.0,1353766,3977645.0,38.53,93.42,2655965.0,57.71,113.06,101565.0,89657.0,13008.0,0.858,,
Massachusetts,2021-05-11,21025,2021-05-11,Massachusetts,6892503,6986508.0,8302250.0,1318621,4193220.0,43.51,101.36,2999270.0,60.84,120.45,102249.0,78228.0,11350.0,0.859,,
Massachusetts,2021-05-18,21032,2021-05-18,Massachusetts,6892503,7372714.0,8651950.0,1298641,4328468.0,47.29,106.97,3259602.0,62.8,125.53,69369.0,78252.0,11353.0,0.862,,
Massachusetts,2021-05-25,21039,2021-05-25,Massachusetts,6892503,7753685.0,9032980.0,1382364,4479593.0,50.77,112.49,3499591.0,64.99,131.06,90158.0,59786.0,8674.0,0.862,,
Massachusetts,2021-06-01,21046,2021-06-01,Massachusetts,6892503,8067293.0,9309200.0,1343793,4587271.0,53.84,117.04,3711007.0,66.55,135.06,58589.0,54321.0,7881.0,0.867,,
Massachusetts,2021-06-08,21053,2021-06-08,Massachusetts,6892503,8338103.0,9517310.0,1295815,4679528.0,56.5,120.97,3894534.0,67.89,138.08,96721.0,40871.0,5930.0,0.877,,
Massachusetts,2021-06-15,21060,2021-06-15,Massachusetts,6892503,8509338.0,9578900.0,1152716,4736609.0,58.29,123.46,4017847.0,68.72,138.98,31943.0,41110.0,5964.0,0.888,,
Massachusetts,2021-06-22,21067,2021-06-22,Massachusetts,6892503,8690573.0,9638840.0,1072370,4799195.0,60.1,126.09,4142425.0,69.63,139.85,78973.0,30459.0,4419.0,0.902,,
Massachusetts,2021-06-29,21074,2021-06-29,Massachusetts,6892503,8825910.0,9743580.0,964572,4844943.0,61.47,128.05,4236614.0,70.29,141.36,36787.0,27738.0,4024.0,0.907,,
Massachusetts,2021-07-06,21081,2021-07-06,Massachusetts,6892503,8910111.0,9759160.0,908004,4883750.0,62.21,129.27,4287693.0,70.86,141.59,21526.0,19557.0,2837.0,0.913,,
Massachusetts,2021-07-13,21088,2021-07-13,Massachusetts,6892503,8971161.0,9830140.0,885632,4913377.0,62.72,130.16,4323187.0,71.29,142.62,11447.0,10868.0,1577.0,0.913,,
Massachusetts,2021-07-20,21095,2021-07-20,Massachusetts,6892503,9032607.0,9875030.0,860096,4945140.0,63.21,131.05,4357007.0,71.75,143.27,10942.0,9419.0,1367.0,0.915,,
Massachusetts,2021-07-27,21102,2021-07-27,Massachusetts,6892503,9095143.0,9958230.0,884014,4981696.0,63.64,131.96,4386221.0,72.28,144.48,10765.0,8934.0,1296.0,0.914,,
Massachusetts,2021-08-03,21109,2021-08-03,Massachusetts,6892503,9168894.0,10017860.0,872821,5023643.0,64.09,133.03,4417348.0,72.89,145.34,19735.0,10536.0,1529.0,0.915,,
Massachusetts,2021-08-10,21116,2021-08-10,Massachusetts,6892503,9235664.0,10120720.0,897226,5068455.0,64.47,134.0,4443878.0,73.54,146.84,11446.0,10813.0,1569.0,0.915,,
Massachusetts,2021-08-17,21123,2021-08-17,Massachusetts,6892503,9304511.0,10193310.0,905017,5110059.0,64.9,134.99,4473466.0,74.14,147.89,18960.0,9835.0,1427.0,0.914,,
Massachusetts,2021-08-24,21130,2021-08-24,Massachusetts,6892503,9386189.0,10319790.0,965133,5150705.0,65.4,136.18,4507841.0,74.73,149.72,13821.0,12809.0,1858.0,0.912,,
Massachusetts,2021-08-31,21137,2021-08-31,Massachusetts,6892503,9472140.0,10462360.0,1001892,5191538.0,65.97,137.43,4546662.0,75.32,151.79,14407.0,12279.0,1782.0,0.91,57866.0,0.84
Massachusetts,2021-09-07,21144,2021-09-07,Massachusetts,6892503,9555924.0,10579470.0,1052152,5231716.0,66.48,138.64,4582154.0,75.9,153.49,15007.0,12806.0,1858.0,0.904,69151.0,1.0
Massachusetts,2021-09-14,21151,2021-09-14,Massachusetts,6892503,9621566.0,10713980.0,1094138,5263507.0,66.91,139.59,4611446.0,76.37,155.44,13498.0,11089.0,1609.0,0.903,76944.0,1.12
Massachusetts,2021-09-21,21158,2021-09-21,Massachusetts,6892503,9690737.0,10850990.0,1188403,5295737.0,67.37,140.6,4643212.0,76.83,157.43,20995.0,10420.0,1512.0,0.897,85271.0,1.24
Massachusetts,2021-09-28,21165,2021-09-28,Massachusetts,6892503,9769275.0,10913820.0,1174806,5327782.0,67.82,141.74,4674172.0,77.3,158.34,14555.0,11220.0,1628.0,0.895,103257.0,1.5
Massachusetts,2021-10-05,21172,2021-10-05,Massachusetts,6892503,9899821.0,11027240.0,1169930,5368190.0,68.22,143.63,4702253.0,77.88,159.99,35948.0,18717.0,2716.0,0.899,167465.0,2.43
